En, Ib
"the Spirit, the water and the blood; and the three are in agreement.","Wo bụ Maa Nsọ, mini yaa mee, woa ẹtọ na-agbakọtakwanụm ụzọ ama aanị."
"We accept human testimony, but God’s testimony is greater because it is the testimony of God, which he has given about his Son.","Ayị na-anabata ama madụ amaka gbarị, ọbụ na ama Chineke gbarị siri ike karịa ya, ọ bụkwanụ Chineke gbarị ama a bayeri Ọkpara a."
"Whoever believes in the Son of God accepts this testimony. Whoever does not believe God has made him out to be a liar, because they have not believed the testimony God has given about his Son.","Onye ọọbụla nworu ntụkwasịobu na ibe Ọkpara Chineke nọ na-enwo ọgbụgba ama na ime obu e. Onye ọọbụla eekwetegi na ihe Chineke kwuru emebewo Chineke onye ụga, maka na onye ọ bụ ekwetedigi ama Chineke gbarị bayeri Ọkpara a."
"And this is the testimony: God has given us eternal life, and this life is in his Son.","Ihie bụkwanụ ya amam Chineke gbarị: Chineke anịwo ayị ndụ agwụ-agwụ, ọ bụkwanụ na ime Ọkpara a bụ ibe ya ndụm dị."
Whoever has the Son has life; whoever does not have the Son of God does not have life.,Onye nwo ya Ọkparam nke Chineke nworu ndụ; onye eenwogu Ọkpara Chineke enwogu ndụ.
I write these things to you who believe in the name of the Son of God so that you may know that you have eternal life.,"Ana m ederi unuande kweri na ẹha nke ya Ọkpara nke Chinekem, ma unu marị na unu nwozu ndụ agwụ-agwụ."
"This is the confidence we have in approaching God: that if we ask anything according to his will, he hears us.","Ihie bụkwanụ ihe na-anị ayị obu isike ijekwute Chineke, maka na ayị maarị na ọ na-ọnụ ihe ọọbụla ayị rịarị a na ekpere bụ uche obu e."
And if we know that he hears us—whatever we ask—we know that we have what we asked of him.,"Chineke na-anụ ihe ọọbụla ayị rịarị a, ayị makọrụ na Chineke na-anị ayị ihom ayị rịarị a na ekpere."
"If you see any brother or sister commit a sin that does not lead to death, you should pray and God will give them life. I refer to those whose sin does not lead to death. There is a sin that leads to death. I am not saying that you should pray about that.","Onye hụrụ nwanna na-eme ihe ọjọọ aabụgụ ọmụanịm na-edubee na ọnwụ, na onye ọ bụ arịa Chineke na ekpere na isi nwanna ọ bụ na Chineke anị a ndụ. Ana m ekwu bayeri ndem na-eme ihe ọjọọ aabụgụ ọmụanịm na-edubee na ọnwụ. O nworu ihe ọjọọ na-edubee na ọnwụ nke ime maa. A sịgị m madụ kpie ekpere maka ya otue ọmụ."
"All wrongdoing is sin, and there is sin that does not lead to death.",Ihe aadịgị ma na ohu madụ meri bụ ihe ọjọọ na ihu Chineke; ọbụ na o nworu ihe ọjọọ eedubegi madụ na ọnwụ.
"We know that anyone born of God does not continue to sin; the One who was born of God keeps them safe, and the evil one cannot harm them.","Ayị maarị na onye ọọbụla bụ nwa Chineke anagị anọgide na omume ihe ọjọọ; maka na ya Ọkpa[1]ram nke Chineke na-echebe wo, ka ya onye ihe ọjọọm bụ Ekwensu eenwo ike imeru wo ụhụ."
"We know that we are children of God, and that the whole world is under the control of the evil one.","Ayị maarị na ayị bụ ụmụ Chineke, na ụwa na ohu nọ na okpuru ọchịchị nke ya onye ọjọọ m bụ Ekwensu."
"We know also that the Son of God has come and has given us understanding, so that we may know him who is true. And we are in him who is true by being in his Son Jesus Christ. He is the true God and eternal life.","Ayị makọkwanụụrụ na ya Ọkparam nke Chineke abịawo bịa anị ayị ngọta ma ayị marị a mbụ ya ezibe Chinekem. Ayị nọzukwenu na ya bụ ya ezibe Chinekem, maa na Ọkpara a bụ Jisọs Karaịs. Ọ bụ a bụ ya ezibe Chinekem bụkọrụ ndụ agwụ-agwụ."
"Dear children, keep yourselves from idols.","Ụmụ m m hụrụ na ẹnya, unu we lehi onwuunu na okpukperi ẹrụsị"
Greetings,Ekele
"The elder, To my dear friend Gaius, whom I love in the truth.","ẹkwụkwọ mụoni bụ onye ichie, na-edejeri ezibe enyi m Gayọs, m hụrụ na ime ya eziokwum."
"Dear friend, I pray that you may enjoy good health and that all may go well with you, even as your soul is getting along well.","Enyi m, onye m hụrụ na ẹnya, ekpere m bụ na ihe gajeri gi nke ọma, na ụhụ dị gị ma na ị baa ụba dịka nke mkpụrụ o bu gu na-aba."
"It gave me great joy when some believers came and testified about your faithfulness to the truth, telling how you continue to walk in it.","Obu dịrị m ụtọ ọkam na mgbe nde ụmụnna ụfọdị bịarị bịa na-akpa nke unu garị weri ntụkwasịobi ya eziokwu kpaa na ẹnya, na-ebu ndụ uunu na ime ya eziokwu m."
I have no greater joy than to hear that my children are walking in the truth.,Ọ dịgị ihe ọzọ na-anị m obu-ụtọ karịa ịnụ na ụmụ m na-ebu ndụ na ụzọ eziokwu m.
"Dear friend, you are faithful in what you are doing for the brothers and sisters, even though they are strangers to you.","Enyi m m kweri ihie, onye kwesiri ntụkwasịobu na ọrụ a na ibe ụmụnna nọ na-agbayekoheegi na wo bụ nde unu eehidigi marị"
They have told the church about your love. Please send them on their way in a manner that honors God.,Wo akpatuoru nde chọchị nke i garị hụ wo na ẹnya. Biko yeri wo ẹka mekoteri wo na njem wo na ụzọ je-atọ Chineke ụtọ.
"It was for the sake of the Name that they went out, receiving no help from the pagans.","O bụ maka ya ẹham meri wo pavuru ya njemmu, ka ọọdi mgbe wo natarị eyemẹka ndem aamagị Chineke."
We ought therefore to show hospitality to such people so that we may work together for the truth.,"O kwesiri ekwesi na ayịande bụ ụmụ Chineke yeri nde dị ya ẹhụm ẹka, ma ayị tiyekote ẹka gbasaje ya oziọmaa nke bụ eziokwu."
"I wrote to the church, but Diotrephes, who loves to be first, will not welcome us.","Agbajeeri m nde chọchị ekwu- kwọ, ọbụ na Diotrọfẹs na-achọ na yaanịa bụrụ onye isi achọdịgị igebe ntị na ihe ayị na-ekwu."
"So when I come, I will call attention to what he is doing, spreading malicious nonsense about us. Not satisfied with that, he even refuses to welcome other believers. He also stops those who want to do so and puts them out of the church.","Mgbe m bịarị na mụ elebe ẹnya na ihom na ohu o na-omege, maa asịrị ọjọọm ọ na-ọkpaga bayeri ayị. Ta ka oozukweri eri, ka ookweko ịnabata ụmụnna. Taa nde na-anabata nde dị ya ẹɦụm ya ọ chụfu wo na chọchị."
"Dear friend, do not imitate what is evil but what is good. Anyone who does what is good is from God. Anyone who does what is evil has not seen God.","Enyi m m kweri ihie, amunatakwa madụ ihe ọjọo, kama mụtaje nke ọma. Maka na onye na-eme ihe ọma bụ nwa Chineke. Onye na-eme ihe ọjọọ aka amagị Chineke."
"Demetrius is well spoken of by everyone—and even by the truth itself. We also speak well of him, and you know that our testimony is true.","Madụ oohu na-akpa ụbụbo ọma bayeri Demetrius, ya eziokwu m o ji na-ebu ndụ a na-agbakọ ama ọma bayeri e. Ayị na-agbakọ ama oma bayeri e; ị makọnụụrụ na ama aayị bụ eziokwu."
"I have much to write you, but I do not want to do so with pen and ink.","Aka m nwom ntụtụ ihe m je-ekwuru gu, ọbụ na achọgụ m na mụ eedie ye ede,"
"I hope to see you soon, and we will talk face to face.","Evu m na obu ịbịanyabanwu nke gi, mgbe m bịarị ayị akpaa ya ihu la ihu."
Peace to you. The friends here send their greetings. Greet the friends there by name.,Na udo nke Chineke dịrị gị.Nde enyi gi na ibie nọm na-ekele gi.Keletueri m madụ oohu na ụhụ-la-ụhụ na ya ibom.
"Jude, a servant of Jesus Christ and a brother of James, To those who have been called, who are loved in God the Father and kept for Jesus Christ:","ẹkwụkwọ Jud, nwaọrụ Jisọs Karaịs, bụrụ nwane Jems, dejeeri ndem bụ nde e kuru oku, Chineke Nna hụrụ na ẹnya, bụ nde o de- beri, na-ekpuchite na ime Jisọs Karaịs."
"Mercy, peace and love be yours in abundance.","Na onyimee, udo yaa ịhụnẹnya zueri unu oke."
The Sin and Doom of Ungodly People,Ikpe Na-eche Nde Ozizi ụga
"Dear friends, although I was very eager to write to you about the salvation we share, I felt compelled to write and urge you to contend for the faith that was once for all entrusted to God’s holy people.","Nde enyi m m hụrụ na ẹnya, ọ gụrụ m ẹgụ ideri unu ẹkwụkwọ bayeri nzọfụtam ayị nwokote, ọbụ na-ekpebuhudiri m ide ẹkwụkwọ a jayechedueri unu iguzosi ike jigidechee okwukwem e tiyeri na ẹka nde nsọ a."
"For certain individuals whose condemnation was written about long ago have secretly slipped in among you. They are ungodly people, who pervert the grace of our God into a license for immorality and deny Jesus Christ our only Sovereign and Lord.","Maka na ụfọdị ndem aamagị Chineke ederi ihe bayeri alam-na-iyi wo na ẹkwụkwọ Nsọ ezobetewo na etiti uunu. Nde na-asụgarị ozi bayeri ẹwụọma Chineke isi, werie mebe ka o na-okweye na ihe ọjọọ wo, na-agọnahị Jisọs Karaịs bụ Onyenwoayị yaa Nnadukwu aayị."
"Though you already know all this, I want to remind you that the Lord at one time delivered his people out of Egypt, but later destroyed those who did not believe.","Ọ bụ eezi na unu amaduworu ihie na ohu, achọrụ mnwa na mụ aarịtarị unu ihe meri ndem Onyenwoayị nafụtarị na ẹgbụ na Ijiputu, nke Onyenwoayị garị laa ndem eekwetedigi na ọ nọ na iyi."
"And the angels who did not keep their positions of authority but abandoned their proper dwelling—these he has kept in darkness, bound with everlasting chains for judgment on the great Day.","Unu rịtakọ nde maaozim aanọgidedigi na ọnọdụ wo na elugwe, nke Chineke garị kpaa wo ẹgbụ mgbe agwụ-agwụ debe na mkpọrọ na ime ẹtụlị, cheri ya oke Izuku Ikpem."
"In a similar way, Sodom and Gomorrah and the surrounding towns gave themselves up to sexual immorality and perversion. They serve as an example of those who suffer the punishment of eternal fire.","Ọ bụkọ nke ọ dịrị nde Sodom yaa Gomora, yeri ndem buru wo gburugburu nde nọrụ na-eme ihe ọjọọ dịga iche iche, na-enwo mmeko nwoke yaa nwanyị aabụgụ nde lụtaarį onwowo, maa nwoke yaa nwoke ibie inwokoge mmeko ka di la nyee. Nke ọkụ garị repie wo bụ ihe ise ẹka na ntị dịrị nde madụ oohu nke ntaram-ahụhụ na ọkụmaa aanyụhụgụ anyụhụ je-adị."
"In the very same way, on the strength of their dreams these ungodly people pollute their own bodies, reject authority and heap abuse on celestial beings.","Ọ bụkọ nke ya nde ọrọ nrọa na-emeru ụhụ wo, na-eleli ikike Chineke, na-ekwutoo, na- akparịkọga nde nsọ bu na elugwe."
"But even the archangel Michael, when he was disputing with the devil about the body of Moses, did not himself dare to condemn him for slander but said, “The Lord rebuke you!”","ọbụ na onye isi nde maaozi bụ Maịkẹl, na mgbe yaa Ekwensu na-azọtarį ozu Mosisi ọzụzọ adịdịgị mgbe o kpuheri ọnụ kwue ihe ọọbụla ikwuto gọbo Ekwensu ẹgụgọ. ọ sịrị anwa, ""Na Onyenwoayị bachie gi ẹnya!"""
"Yet these people slander whatever they do not understand, and the very things they do understand by instinct—as irrational animals do—will destroy them.","ọbụ na ya ndie na-ekpuheem ọnụ na-ekwuto ihe eedogegi wo ẹnya, ọọdịkọgụm ihe wo maarị bayeri e. Wo na-eme ka anụ ọhịaga na-emenwe ihe ọọbụla gbarị wo na obu, aadịgị ihe wo na-arị arị. Ọ bụkwanụ a bụ ihe na-evuteri wo alam-na-iyi."
Woe to them! They have taken the way of Cain; they have rushed for profit into Balaam’s error; they have been destroyed in Korah’s rebellion.,"Owu kwuru wo! Wo agawo ụzọm Ken garị; wo achọwo ụzọ akpata ihe ọjọọ dịka Balaam, wo alawoko onwowo na iyi maka nnufu isi wo dịka nke ọ dịrị Kora."
"These people are blemishes at your love feasts, eating with you without the slightest qualm—shepherds who feed only themselves. They are clouds without rain, blown along by the wind; autumn trees, without fruit and uprooted—twice dead.","Ya ndie ekwowo ẹnya rna ụgba, nde aasọgụ egwu bụ wo soru unu na-eri nri nke ịhụnẹnya na wo adịa ka ihe reri ure na etiti uunu, nde na akpanwa ụka ahịa ẹhọ wo. Wo dịka mini rujieri ibeaha eezogu ezo, ikuku na-evusesi; osisi soduerini woru, ta ka ọọmịta akpụrụ ọọbụla na mgbe ibie wo na-amịị, ehotekoteworu na ọgbaragwụ holehi, ya ọ nwụhụ nwụhụrịa ẹnya."
"They are wild waves of the sea, foaming up their shame; wandering stars, for whom blackest darkness has been reserved forever.","Wo dịka akpara na-atụ na oke ẹnyụm, ihe ọjọọ wo na-evute mmechu ihu na- esi tụụ. Wo dịka chichinda mga dafụr na ụzọ m e debeeri wo, Chineke debewooru ibom ẹtụlị sụrụ kelikeli je-adị rue mgbe agwụ-agwụ"
"Enoch, the seventh from Adam, prophesied about them: “See, the Lord is coming with thousands upon thousands of his holy ones","ẹnọch bụ onyem kwe madụ ẹsaa hite na Adam vuru amụma bayeri ya ndie aamagị Chineke na mgbe ọ sịri: ""ịhụa, Onyenwọayị bịanwa yaa nnụkwụrụ nnụ nde nsọ a,"
"to judge everyone, and to convict all of them of all the ungodly acts they have committed in their ungodliness, and of all the defiant words ungodly sinners have spoken against him.”","o je je-ekpe madụ oohu ikpe, na ọ ma ndem aamagị Chineke ikpe maka ihe ọjọọ na ohu wo meri, maa okwu ọjọọ na ohu ndem aamagị Chineke kwuru kwugidie."""
These people are grumblers and faultfinders; they follow their own evil desires; they boast about themselves and flatter others for their own advantage.,"Ndie bụ nde ntamu mgbe ọọbụla na-ahụtanwa ibe nde ọzọ meluru; mgbe ọọbụla na wo ejim onwowo na-aba mba, weri ọnụ ụtọ na-asa nde ọzọ isi ma wo nafụ wo ihe wo ji."
A Call to Persevere,Njaye Na Onyeaha Kwesi Ntụkwasịobu
"But, dear friends, remember what the apostles of our Lord Jesus Christ foretold.","Ọbụ, nde enyi m m hụrụ na ẹnya, unu rịta ihe ndeozi Onyenwoayị Jisọs Karaịs hiworu kwueri unu."
